"t","src_reg","dst_reg","sp1","sp2","sp3"
101,4,1,0,0,0
101,4,2,0,0,0
101,4,3,0,1,0
101,4,4,0,0,0
101,4,5,0,1,0
101,4,6,0,0,0
101,4,7,0,0,0
101,4,8,0,0,0
101,4,9,0,0,0
101,5,1,0,0,0
101,5,2,0,0,0
101,5,3,0,0,2
101,5,4,0,0,0
101,5,5,0,0,0
101,5,6,0,0,1
101,5,7,0,0,0
101,5,8,0,0,1
101,5,9,0,0,2
101,6,1,0,0,0
101,6,2,0,0,0
101,6,3,0,0,0
101,6,4,0,1,0
101,6,5,0,0,0
101,6,6,0,0,0
101,6,7,0,0,0
101,6,8,0,0,0
101,6,9,0,1,0
101,7,1,0,0,1
101,7,2,0,0,0
101,7,3,0,0,1
101,7,4,0,0,1
101,7,5,0,0,1
101,7,6,0,0,0
101,7,7,0,0,0
101,7,8,0,0,1
101,7,9,0,0,0
101,8,1,0,0,0
101,8,2,0,0,0
101,8,3,0,0,0
101,8,4,1,0,0
101,8,5,1,0,0
101,8,6,0,0,0
101,8,7,0,0,0
101,8,8,0,0,0
101,8,9,0,0,0
101,9,1,0,0,0
101,9,2,0,0,0
101,9,3,0,0,1
101,9,4,0,0,0
101,9,5,0,0,2
101,9,6,0,0,0
101,9,7,0,0,0
101,9,8,0,0,0
101,9,9,0,0,0
201,1,1,0,0,0
201,1,2,0,0,0
201,1,3,0,0,0
201,1,4,0,0,0
201,1,5,0,0,0
201,1,6,0,0,2
201,1,7,0,0,1
201,1,8,0,0,1
201,1,9,0,0,0
201,2,1,0,0,0
201,2,2,0,0,0
201,2,3,0,0,0
201,2,4,0,0,0
201,2,5,0,0,0
201,2,6,0,0,0
201,2,7,0,1,0
201,2,8,0,0,0
201,2,9,0,0,0
201,3,1,0,0,0
201,3,2,0,0,0
201,3,3,0,0,0
201,3,4,0,0,0
201,3,5,1,0,0
201,3,6,2,0,0
201,3,7,0,0,0
201,3,8,0,0,0
201,3,9,1,0,0
201,4,1,0,1,0
201,4,2,0,1,0
201,4,3,0,0,0
201,4,4,0,0,0
201,4,5,0,0,0
201,4,6,0,0,0
201,4,7,0,2,0
201,4,8,0,0,0
201,4,9,0,0,0
201,5,1,0,0,0
201,5,2,0,0,0
201,5,3,0,0,0
201,5,4,0,0,0
201,5,5,0,0,0
201,5,6,0,0,0
201,5,7,0,0,0
201,5,8,0,0,1
201,5,9,0,0,0
201,6,1,0,2,0
201,6,2,0,1,0
201,6,3,0,2,0
201,6,4,0,0,0
201,6,5,0,0,0
201,6,6,0,0,0
201,6,7,0,1,0
201,6,8,0,1,0
201,6,9,0,0,0
201,7,1,0,0,0
201,7,2,0,0,0
201,7,3,0,0,1
201,7,4,0,0,0
201,7,5,0,0,1
201,7,6,0,0,2
201,7,7,0,0,0
201,7,8,0,0,0
201,7,9,0,0,0
201,8,1,0,0,0
201,8,2,0,0,0
201,8,3,0,0,0
201,8,4,0,0,0
201,8,5,0,0,0
201,8,6,0,0,0
201,8,7,0,0,0
201,8,8,0,0,0
201,8,9,1,0,0
201,9,1,0,0,2
201,9,2,0,0,1
201,9,3,0,0,0
201,9,4,0,0,3
201,9,5,0,0,0
201,9,6,0,0,0
201,9,7,0,0,0
201,9,8,0,0,0
201,9,9,0,0,0
301,1,1,0,0,0
301,1,2,0,0,0
301,1,3,0,0,0
301,1,4,0,0,1
301,1,5,0,0,0
301,1,6,0,0,0
301,1,7,0,0,0
301,1,8,0,0,0
301,1,9,0,0,0
301,2,1,0,1,0
301,2,2,0,0,0
301,2,3,0,0,0
301,2,4,0,1,0
301,2,5,0,0,0
301,2,6,0,2,0
301,2,7,0,0,0
301,2,8,0,1,0
301,2,9,0,0,0
301,3,1,0,0,0
301,3,2,0,0,0
301,3,3,0,0,0
